ID,NU_NOTA_LC
125,575.5090320933642
126,489.9505169323083
127,485.10648604764714
128,521.3570981789258
129,537.2624845850335
130,531.747520307959
131,469.798522074026
132,578.4144073546186
133,494.29527909623795
134,509.0905939355984
135,559.1552816624205
136,589.7508216509964
137,510.15245115930725
138,467.1233504028158
139,482.73757100466645
140,491.1442387299503
141,484.59081854062254
142,495.18428125508984
143,518.5818522583556
144,534.4114829330305
145,605.8103807492884
146,669.145748571954
147,562.7202396480626
148,501.0358408862871
149,579.4613841158497
150,627.3221201739224
151,474.1045684058667
152,600.6079398376114
153,534.664730569579
154,545.6986415122665
155,558.6255798021801
156,462.2396674294649
157,482.476676209256
158,463.2698318072387
159,628.1661295733774
160,615.5066043448347
161,638.0946828608305
162,589.3101500101559
163,433.78328781528126
164,456.5835662971091
165,507.98401803108374
166,551.7223123453401
167,565.6479248249964
168,584.2722746201404
169,598.9352940639764
170,604.3133566179988
171,428.82886967744724
172,596.363487756197
173,469.3092017795732
174,576.821260813016
175,485.1227979774757
176,596.649845954612
177,516.5923260059124
178,559.7044115247274
179,560.623860399226
180,484.76286482197116
181,501.5980683716822
182,510.35916648259564
183,511.5637582477491
184,505.3297543087643
185,582.0995219633426
186,494.1169704757115
187,629.6852071114907
188,488.3638881653155
189,494.6832160140119
190,528.0679475809263
191,488.5441204425782
192,524.4388447082277
193,609.2721671021026
194,581.6203017146398
195,540.6151867394138
196,484.3629877884835
197,585.6143696464242
198,530.7504672118837
199,553.6744546808683
200,465.38939966343054
201,614.890552795047
202,556.054277568294
203,449.87143283453673
204,545.0598306386231
205,448.35110207533023
206,533.5399229709427
207,448.4058953249436
208,588.1036178524095
209,623.2234663765112
210,478.8860544161678
211,536.7682174679558
212,543.658004507881
213,484.40432357161916
214,540.2564174331347
215,607.4693251939823
216,570.6332304743133
217,482.9301484230246
218,543.1797468864627
219,543.5316770851574
220,521.6206255739484
221,476.1404840153185
222,528.9139856182854
223,517.8964581090274
224,491.32610436060065
225,541.0350747220552
226,573.0679949460018
227,608.7470494805918
228,622.4239615489253
229,572.7047249405507
230,444.0152060519096
231,558.5042070032665
232,456.70200035731114
233,531.0361643525289
234,586.2950936865528
235,501.8097368453452
236,528.0121835056718
237,471.504857902814
238,472.92696162577846
239,522.8423198793799
240,594.0754608142847
241,618.9516430556678
242,503.8795747043776
243,518.590738363573
244,638.1757221425762
245,531.6743331716859
246,593.1785440983513
247,493.03423553481076
248,455.8513155308969
249,561.0060597163183
250,591.5524474027253
251,550.5498215209379
252,431.05853118817106
253,557.7293745003604
254,464.06028601326693
255,496.6349440299554
256,575.5821118525552
257,578.1787503359475
258,472.7693447697632
259,549.8275879788787
260,464.8116612746838
261,448.17179395010066
262,501.738286906429
263,485.86976389096594
264,533.4438944030032
265,493.732555073525
266,566.6162872210506
267,473.21319327584916
268,456.3665071200215
269,448.09418242919094
270,598.9989543714129
271,443.3452813007527
272,488.2174512406456
273,596.6261700547892
274,519.6761622414957
275,571.5288775400344
276,472.74555066451563
277,601.4491615575635
278,527.8991947540258
279,550.0370483801429
280,565.5715621145723
281,517.6029684396784
282,541.3412788092742
283,566.9865099076643
284,580.4051252284099
285,481.3041103917718
286,621.1187996512731
287,482.28291433131756
288,484.3820211649122
289,441.1005611307085
290,488.7687425846814
291,512.4028138134902
292,428.2847417848637
293,596.4283941874099
294,430.776188339188
295,634.217885578594
296,514.5253533330853
297,474.21642247836445
298,564.4321807852492
299,632.8192620802055
300,603.4000416769251
301,469.7865972560184
302,496.4095977513988
303,610.468817812693
304,531.5219462971604
305,561.4600795765599
306,519.8139716127195
307,614.290146664253
308,543.6276404909672
309,587.3946735566406
310,594.282970544635
311,609.9113036924979
312,430.0006994442389
313,444.40078876739057
314,576.4405162441055
315,640.0563619760591
316,471.6435613522081
317,525.4408029276151
318,448.6800155473006
319,580.8802710442878
320,472.8892117540806
321,589.2262399276211
322,626.4698628691223
323,596.5041079659611
324,566.9012535447893
325,474.5929055982657
326,573.0403112557163
327,578.4297528162801
328,484.86898973835355
329,475.2173182350313
330,535.8405496242397
331,603.1876364771786
332,594.9305900265487
333,503.22446745921644
334,534.6544319848003
335,477.32241950247317
336,576.2727386268228
337,500.64068502560906
338,441.4199439847244
339,449.7689381620889
340,551.0353721222299
341,507.13185557995564
342,490.1767252866076
343,456.63484680215686
344,470.6155984286052
345,559.7937016612834
346,497.22025526551874
347,572.1503649942318
348,607.8784837400945
349,607.9103171014793
350,543.4654110982848
351,575.5471138712011
352,559.0340831761761
353,572.8051996026679
354,585.4356647698613
355,519.4798365886401
356,431.82924695406115
357,495.2646259637243
358,584.6302306790874
359,581.7590725629983
360,523.2188664955579
361,491.6576021829052
362,581.2773244726206
363,483.7668314049494
364,597.5517882875805
365,506.5123856882477
366,464.81862136920523
367,590.1084756729526
368,500.74918954849403
369,506.10076524147564
370,466.91579921336285
371,557.8458763684507
372,449.1923004783304
373,500.14094127404104
374,513.5613990654656
375,521.1314803904204
376,450.78773448474146
377,517.0584454327014
378,520.5314627635328
379,453.7609922140311
380,484.47939209791565
381,473.137605325089
382,436.35064820224136
383,478.41229931058115
384,541.8095057085673
385,602.0056713034975
386,535.003736214327
387,657.3217988558391
388,607.4514978469704
389,443.3781970217216
390,504.94409282528983
391,474.64894382229176
392,513.0732969840085
393,448.50105329443295
394,550.0102822615128
395,458.55698413448977
396,608.3291762495476
397,426.42881578462885
398,590.7698283676167
399,610.1400723340523
400,454.02517531435115
401,528.5107329869784
402,536.2622983360357
403,483.0724404581897
404,576.4018810490625
405,474.08452763279655
406,512.0063338783477
407,501.29681209077484
408,662.1865418586729
409,443.08659626993966
410,517.1474937670929
411,619.3625498232582
412,558.3445198300678
413,538.5121071654265
414,532.7147969026112
415,589.2064339453598
416,522.1020011445752
417,653.4506494002502
418,456.40408888487895
419,473.85041334272455
420,487.0225909758803
421,479.452575938541
422,543.5308267273683
423,552.1634824018399
424,585.1989483287866
425,592.2627280001574
426,588.2483333060013
427,547.9002963832448
428,543.4164443455846
429,512.4386649852067
430,602.1178579409291
431,508.23709458717144
432,498.1371654712606
433,437.0861001761092
434,471.94694817422726
435,482.7434077075561
436,499.0669575678207
437,574.2252649993438
438,583.6886829368556
439,609.558778676238
440,470.17792698337814
441,482.57435927723543
442,588.7564367898375
443,463.85837815951635
444,539.0727119082377
445,512.3761953385955
446,489.39124892090814
447,586.2603832108296
448,513.3969665542663
449,562.7012071166821
450,501.9150183558092
451,500.8202948456329
452,524.7908065539169
453,509.0826992918257
454,629.0066780803288
455,456.16870850240974
456,480.30837724951584
457,588.351810518507
458,542.5339870887449
459,513.0033520390783
460,521.5156719334661
461,550.2267309269859
462,465.23625163630516
463,472.27323107935615
464,518.9011664433026
465,536.917998156184
466,580.0239071300449
467,587.0087936233509
468,446.3194168363507
469,479.30775206503654
470,481.54613969913066
471,511.20971388031825
472,561.9436251266699
473,589.0086691513748
474,568.1124747877882
475,483.51010716882837
476,506.81772030953783
477,445.54874402807286
478,535.6698918232465
479,464.644343384159
480,543.9440699927993
481,445.66867266663394
482,536.8600233138317
483,528.2185551561698
484,542.2993481078231
485,527.1165081184223
486,561.8506088321492
487,503.4448675807897
488,615.7265945537484
489,582.0099403583678
490,554.4325731113554
491,493.05599370422397
492,454.36927053087936
493,501.68113283035103
494,493.83551032807515
495,484.98846312812327
496,602.0319477291738
497,573.9627632874174
498,626.593275930431
499,528.7271568793374
500,566.6035457534015
501,499.4108134319991
502,447.4338607198767
503,510.0797875018199
504,542.723878593643
505,500.9774563158566
506,590.7723279294951
507,589.0440758771165
508,643.5374334527813
509,449.6034145528948
510,581.8563468421564
511,670.54319289884
512,478.7133859645431
513,515.5934661877136
514,583.732890341237
515,598.1208771563369
516,454.6160970909808
517,481.67704121997537
518,566.3437113570108
519,517.8073890557982
520,482.0616383921499
521,498.9108926974204
522,550.267765644094
523,436.2450589666145
524,541.1186023494704
525,537.8210881258227
526,649.9384075584014
527,568.9253892650363
528,539.81595248081
529,480.0095786005466
530,470.40752776912717
531,561.2513084556657
532,639.3663248868997
533,604.5386992194109
534,576.848752555635
535,514.9543398644378
536,457.2955894753442
537,457.9465176989155
538,480.62970893161855
539,466.03870643173235
540,591.7382129705242
541,661.0740403854642
542,534.8136593391574
543,633.823579326973
544,513.0825846134569
545,447.84613340476267
546,544.623849113316
547,477.43525919022363
548,605.0962021681174
549,520.683934455739
550,540.5737554143479
551,633.1274233440962
552,512.0121530761378
553,610.4350327844817
554,589.2770756342883
555,609.0859950477137
556,526.9892556107807
557,592.8990778165805
558,472.43816110168757
559,480.70409215406994
560,468.81882652478964
561,614.4186894366427
562,520.9336343279642
563,495.2913382811841
564,521.9079249687622
565,541.9767653069165
566,514.1364097057299
567,524.5728173464942
568,665.0925640734408
569,559.2259959950005
570,482.2527857597524
571,599.9975282312083
572,616.2711279948538
573,466.9600619653656
574,547.6124996838191
575,543.2971428789044
576,593.6751598022249
577,584.9681481641904
578,531.578612029333
579,664.9164879148868
580,472.9809654854949
581,489.6977312628706
582,587.2235202089296
583,533.5368675687977
584,615.1796650135223
585,596.4798739091872
586,631.0775909865175
587,462.14742528368566
588,490.1030955880884
589,578.748206815132
590,637.4018629382608
591,617.9824124928969
592,509.4903190433082
593,470.8942316774101
594,470.60409834991464
595,490.84807166667105
596,579.0983419395308
597,549.3171141602146
598,592.3641749042478
599,602.6577898169554
600,543.2507478478573
601,453.2696682781195
602,466.03003456709695
603,533.8358465511832
604,480.4946673535385
605,483.6384277917044
606,552.2229495416046
607,451.1827237591342
608,560.2486932295286
609,605.2431209769364
610,574.8616012954348
611,534.8988196258489
612,450.30255034210103
613,493.5302073170785
614,484.2758617801986
615,539.2594472595107
616,624.345602356017
617,573.7901718109077
618,493.0377665463431
619,464.06308222863606
620,445.0335997826208
621,477.14681107028287
622,460.65227963768837
623,537.0870350509165
624,479.01454849713184
625,556.6079605498401
626,454.6726447253037
627,556.0478061857772
628,510.85648408679936
629,506.8648757847639
630,535.4280852859142
631,556.0855392168106
632,505.45607878684035
633,501.9798503127608
634,542.4339776349344
635,589.2664173903023
636,540.1474746127485
637,481.61157487918706
638,633.3276452676101
639,635.3735790338137
640,492.5061002422761
641,552.7977372225715
642,552.5902242862071
643,474.12245727443724
644,487.8718214474024
645,496.6438045058876
646,568.8671105371262
647,532.1480925182749
648,460.45160133125336
649,465.38748884422716
650,569.4641845384451
651,566.029811957351
652,567.9056530795884
653,543.9999662108165
654,584.0712232606713
655,588.1897892057959
656,574.3487760723131
657,494.41237978107245
658,466.28306383682457
659,578.7744689765701
660,485.2630265762231
661,555.6765282076693
662,484.3896293013085
663,614.3153877286331
664,555.6324763730935
665,597.2350178218653
666,499.1838149482715
667,609.9982806018674
668,570.1542820750717
669,521.3450695844564
670,461.9355270229377
671,646.0269747073208
672,543.8459199934493
673,575.7076133806447
674,490.5164237318849
675,481.65699630410785
676,549.1384264250145
677,490.02033667573517
678,583.6425975960346
679,546.8486991866357
680,522.4670459290427
681,506.7880899212749
682,443.1336843459444
683,582.860205962921
684,483.5514455281738
685,604.256852443121
686,479.24964443534174
687,517.5897643303199
688,476.831512722595
689,587.2612550617122
690,499.1735031358551
691,458.2135732692213
692,434.49327439563064
693,602.8493231328836
694,493.49577251900746
695,519.269314633709
696,533.254566371541
697,471.8690206986526
698,591.8875066539473
699,576.1220515190496
700,534.872191189845
701,559.3696021806024
702,621.799552491298
703,505.80933701651884
704,575.8414446870717
705,620.7548635662374
706,633.8975161388117
707,461.60711625351325
708,464.55200473546637
709,535.5752578317081
710,634.5193646051439
711,480.02962167604653
712,457.2344176031993
713,501.5842910666841
714,587.314280456746
715,493.8833966958146
716,472.29828681539936
717,453.30119944377276
718,533.0227637627016
719,566.589136615936
720,514.2855417952916
721,510.012137730264
722,509.074516095333
723,461.57441677537946
724,469.5250922448091
725,653.0201425691235
726,448.5023464683997
727,551.6168383590392
728,569.2737666478953
729,630.6085693594711
730,457.3002546021523
731,494.90104925964584
732,571.7124382912928
733,498.7662994447162
734,611.2009139508514
735,562.4465749537517
736,622.2144329586758
737,615.5036154046163
738,646.615175953738
739,513.0033822321587
740,532.705716923341
741,539.3248453773942
742,470.79716441169745
743,474.33960109118516
744,534.6117012019281
745,567.439822999306
746,630.6395272663265
747,487.9236206565158
748,599.5501503459317
749,469.36566321357475
750,515.585347163175
751,471.55412889538445
752,546.3117468055962
753,546.9091521373488
754,457.3811897115342
755,549.1137057719969
756,552.1576141803853
757,566.6805194304729
758,610.1100945134299
759,623.6875216148146
760,610.102298573775
761,583.8629855145215
762,526.8707170238073
763,517.3581897185157
764,510.44915405650124
765,566.2507746951679
766,475.1364626226692
767,493.4450803167734
768,564.4060814085087
769,572.0695878946435
770,460.620565731215
771,445.4457845083641
772,563.9051783963965
773,523.9642226003555
774,574.8014328629243
775,589.4491247047857
776,496.3018353324851
777,540.673900887653
778,622.8358951154407
779,489.9023500298829
780,480.552571975125
781,483.717312895011
782,557.5560256176439
783,506.62669754788567
784,540.9116923624701
785,488.84914806808064
786,522.5049916955406
787,455.5339939634437
788,541.2617996120075
789,476.5260593713407
790,503.21392535805245
791,588.5491172953325
792,489.9296927282579
793,439.58097948700475
794,585.3276426583723
795,575.3801653988952
796,506.88633047190194
797,563.5670656926827
798,623.5299575090759
799,508.29974224705774
800,530.5493799338826
801,598.5407717674757
802,539.6941131413685
803,458.07470879851934
804,457.9446908557037
805,604.659505754079
806,488.12436016218265
807,503.87047933243866
808,573.3088876417974
809,497.79127683527366
810,529.1801459676387
811,643.0243804778192
812,559.7748959378122
813,488.7677371469429
814,634.7530702785598
815,526.0970626851913
816,578.402400247447
817,532.499066662544
818,449.7206550198802
819,486.83939438265776
820,494.0888050047696
821,530.4671172426517
822,474.8463223390712
823,517.9291003566268
824,567.1210754011539
825,471.7218449360934
826,247.00918773845154
827,477.9432488640048
828,566.833510101462
829,485.70739615622335
830,470.35600535878984
831,477.95436473019095
832,582.336784550528
833,530.6543033655284
834,456.11031394113945
835,467.96748812680255
836,618.8991939590079
837,558.9385984966631
838,469.54448105586823
839,576.1996937174936
840,509.20045897911587
841,569.0855231260599
842,630.8181182070033
843,612.7969302634535
844,638.1757221425762
845,569.2185107442997
846,478.6403200707628
847,555.2273882944522
848,506.12854603286075
849,433.40627089511673
850,513.1563162519117
851,456.71668065170206
852,606.8825729464427
853,439.57161032644876
854,511.12245908948165
855,611.5030078403777
856,533.338105037471
857,458.8477715174363
858,442.1442055292766
859,573.858177755792
860,588.9269314041543
861,488.16232803687217
862,599.8304273632139
863,618.2109969996079
864,514.0897331335244
865,544.1230940337422
866,489.1291756418725
867,514.0690649033137
868,528.0043771690558
869,496.2575693287098
870,558.2179285317045
871,467.98658275890057
872,497.24068586194255
873,629.5843338236981
874,588.7824989604944
875,436.41876317204964
876,497.2440900030888
877,569.9676171970467
878,577.6623294001487
879,644.1031377958261
880,520.7818167867929
881,577.8752204119132
882,521.9783468012267
883,482.61895345670683
884,554.85341117617
885,515.9950102087329
886,478.32115309536584
887,487.89871595234956
888,487.77867531349375
889,586.08183140677
890,515.2602567950423
891,489.50019910609484
892,499.27152654297134
893,568.2612635847443
894,612.9434354030791
895,427.04662594175204
896,495.39161457778283
897,541.4077293828741
898,585.2272795137092
899,461.8765927611782
900,622.0135916670396
901,469.1767619732747
902,473.89488384560156
903,529.2980226503045
904,473.4999152745744
905,498.4507311239917
906,467.7514935685928
907,515.5330633914326
908,568.3530979090945
909,469.13188894068645
910,626.9703921345126
911,570.7513186862624
912,542.6715203376131
913,451.74266054503073
914,442.43280833743387
915,502.2413318709168
916,497.3503615896062
917,536.4869900968425
918,618.751579672121
919,542.1185112332458
920,636.3037840403241
921,519.0975302383681
922,471.85628781576554
923,539.1882157930726
924,550.8995404400879
925,522.0596493643912
926,601.6224851223026
927,585.2750125648844
928,492.1377188483817
929,448.5514186894277
930,529.6003228419604
931,671.6332301313365
932,577.033794051176
933,555.129346494161
934,524.6014801316835
935,519.3346692242452
936,551.4873455275856
937,476.55849680827146
938,628.262081312854
939,602.6858826357603
940,429.13895864920255
941,526.7397023160647
942,589.0599166489225
943,507.85245589849893
944,466.82539057468927
945,519.532104990382
946,482.4099777889288
947,527.702814520306
948,633.958075201752
949,594.6570858387286
950,625.1600367185517
951,581.6883024441864
952,488.24926007144865
953,483.35913619223373
954,469.45753079627997
955,501.98281002506195
956,577.1411811154718
957,575.6237006543804
958,624.5471808900551
959,501.89001032578943
960,498.7354427968402
961,540.0467998479132
962,495.20509500169845
963,519.0827558360237
964,496.59881256661356
965,464.41357842577327
966,559.5869110842395
967,562.2093046650441
968,442.53193439685634
969,453.3384361639287
970,562.6058386782421
971,504.4754796407811
972,526.3816063964871
973,433.1691660387603
974,503.76683366073473
975,604.2822393864526
976,520.4648950817075
977,499.96282533663833
978,506.29319864194525
979,573.712600755858
980,547.6767242175619
981,450.7363445531048
982,580.2849807847747
983,472.15070408241104
984,460.73814957809833
985,544.6199876581707
986,620.6496748255539
987,544.0716604625271
988,556.7480418706285
989,493.79433996991656
990,552.2266398094331
991,504.59132787600817
992,562.7659663663943
993,521.3743256759068
994,537.6448705246714
995,608.2908683460037
996,558.8540504486924
997,529.6610921914996
998,446.69461037014156
999,524.3736357259181
1000,572.1235905969872
1001,552.8272947272512
1002,569.3783461952477
1003,474.72290805495953
1004,638.9722569181865
1005,487.17129252698874
1006,457.63202735711656
1007,443.93908550982496
1008,594.1948895036761
1009,539.0306672097303
1010,648.5548870248638
1011,542.2483387446542
1012,593.3040189792686
1013,566.5440624711094
1014,587.3891715078238
1015,509.5501457512192
1016,530.1136850715191
1017,495.5043649657207
1018,462.4019180387112
1019,589.1404136260325
1020,544.765046599733
1021,526.9604567512765
1022,622.3817135140495
1023,476.77984106810953
1024,544.5505223018516
1025,469.95473720442646
1026,501.3149856663491
1027,560.9082795062529
1028,576.2938986720195
1029,480.21158359725626
1030,480.453415834435
1031,488.6984894101472
1032,587.397017911844
1033,469.90271647803985
1034,615.5015343111975
1035,529.3253789914304
1036,483.78342573254076
1037,573.4311675884003
1038,585.5606878203939
1039,541.8849903408019
1040,611.0752665164204
1041,441.1193161959527
1042,625.2668522241651
1043,479.6481091041484
1044,465.9359788687345
1045,527.2663755800771
1046,627.8984476693125
1047,515.6608646687424
1048,480.63983293229944
1049,529.9468786176466
1050,653.2484354737687
1051,452.35210949849704
1052,482.46082595090945
1053,465.2522356472158
1054,459.6215107403632
1055,588.7883269781956
1056,577.8692614056504
1057,507.83106725249894
1058,592.8148759856357
1059,484.83093515484535
1060,610.2594486355509
1061,456.41747674861716
1062,597.4386531010557
1063,519.6761536808108
1064,583.3805815219292
1065,568.5760271219694
1066,575.8110439684446
1067,513.7195313752285
1068,582.0492417153205
1069,466.03398412340437
1070,593.6656058930862
1071,479.84551421227707
1072,572.7010738076083
1073,497.54552537207434
1074,555.2859478150456
1075,495.79742221662787
1076,522.8736603398876
1077,469.1710754289923
1078,566.7270311501766
1079,557.0944351237463
1080,536.862408380746
1081,548.2654882806664
1082,489.6722167223579
1083,572.6634926274411
1084,479.4830881189064
1085,533.1156335055384
1086,542.7554105393752
1087,658.3090678633743
1088,515.7170759384419
1089,610.9203371103332
1090,440.82990252735846
1091,630.1016923695173
1092,458.19978648666034
1093,609.5084428165633
1094,570.5808368891071
1095,494.1908123326069
1096,482.02204617465605
1097,513.298747363234
1098,577.4146190440731
1099,583.6106442160274
1100,554.0410903239746
1101,490.13186206731325
1102,561.421303399434
1103,558.2907251505278
1104,599.7492921082782
1105,491.5754982175683
1106,490.7981372850657
1107,448.8798729837739
1108,484.5843067095627
1109,494.1908926659221
1110,543.9717953058006
1111,558.0304198795268
1112,643.5128265836885
1113,475.3684460317141
1114,480.90383400359167
1115,511.13320679853797
1116,574.0607750917762
1117,530.7679607780493
1118,529.9593595759324
1119,457.37163596601727
1120,637.2965855895603
1121,460.08809788817706
1122,460.94586166048856
1123,444.3961393842176
1124,556.447329788668
1125,476.28941851653656
1126,547.0215504935804
1127,544.4122430015736
1128,581.3162432225602
1129,622.4839678764941
1130,562.2528461972115
1131,634.7530702785598
1132,578.9409258173608
1133,597.2978715186063
1134,585.3441051339531
1135,452.79199897493277
1136,551.8578200766278
1137,595.0674878055776
1138,598.8914694238821
1139,493.2076193566389
1140,518.4995920540033
1141,578.0923743766256
1142,492.69645508610415
1143,466.8928822434175
1144,604.958727869949
1145,557.7215677701911
1146,611.916710526852
1147,519.7849252188048
1148,505.64581281467923
1149,503.757226943118
1150,580.6160857754652
1151,492.98693402566164
1152,576.1706341375765
1153,513.9538513036126
1154,649.3795287829253
1155,513.3940440042309
1156,623.0867803387291
1157,646.9832978007479
1158,562.5327398986462
1159,519.9237382629784
1160,487.54449078291907
1161,533.2272997481764
1162,540.8172008286501
1163,501.53592429363414
1164,579.5791757059644
1165,564.3345580368526
1166,523.7718117993238
1167,467.05399442318094
1168,475.87588720207395
1169,466.52516473610916
1170,511.9413860691796
1171,542.7538899666621
1172,517.3509032277046
1173,557.9642978407733
1174,541.2153837664491
1175,529.2531503581789
1176,459.1742568025251
1177,479.23077648409736
1178,462.73481964976094
1179,585.1312565804991
1180,464.72184847042223
1181,495.432631952836
1182,580.206236264547
1183,567.244147209224
1184,503.3660422869996
1185,609.4650406310993
1186,493.0194118946316
1187,433.0227632049755
1188,524.4564922451566
1189,579.7635363561052
1190,507.1247234840537
1191,483.0990759645977
1192,572.969205013948
1193,536.2704848336919
1194,485.94863863708014
1195,470.02463503355636
1196,577.634501101433
1197,508.8223039420225
1198,571.2793362758387
1199,455.2218019715081
1200,460.190602098779
1201,450.61204593353017
1202,454.83855307974295
1203,593.8903845327084
1204,522.9207505630679
1205,453.8460419582772
1206,607.4016688948751
1207,484.99967355545937
1208,566.3341352146883
1209,454.51336952798295
1210,499.1640455705861
1211,565.7894817613129
1212,663.284047945834
1213,552.1499243439051
1214,550.1453645825421
1215,503.18646106389195
1216,472.12843256660386
1217,524.6957635279631
1218,468.21714086295754
1219,502.12640064904434
1220,597.5010828217166
1221,604.3729283439259
1222,509.2274784392629
1223,584.9000222226932
1224,467.23917237748833
1225,456.72122058924526
1226,453.96823956305025
1227,557.0030613323378
1228,533.0836575450217
1229,613.8027576422537
1230,597.535568245839
1231,504.7817913946061
1232,510.9417721052995
1233,546.2465081323453
1234,496.9920968470378
1235,550.5137847248575
1236,510.9690906410348
1237,604.6557941881346
1238,499.7598962053794
1239,533.0434741383108
1240,447.3857502961007
1241,455.75427161489597
1242,485.6509576703356
1243,473.0396505758292
1244,498.1738228640794
1245,478.16302571708536
1246,463.47491191382824
1247,494.9640896782106
1248,565.1971079780724
1249,433.8402168782583
1250,599.3113133569501
1251,522.3870730760789
1252,543.5291504434232
1253,533.3420117002433
1254,454.2578549852163
1255,553.9611749211523
1256,589.8652650059579
1257,449.71734504047157
1258,589.3037405774166
1259,564.3970124104292
1260,653.6428020866557
1261,569.7757047816872
1262,496.969852414312
1263,458.01006437725863
1264,504.7086526204717
1265,548.1808901540933
1266,492.3171601398767
1267,455.3926408474854
1268,533.112418715421
1269,521.8273211800115
1270,521.0725027763654
1271,526.042079921306
1272,518.9219994564412
1273,500.91779443776755
1274,582.3986591154807
1275,493.5696853985234
1276,555.882640975205
1277,591.7204438009913
1278,583.8812013315413
1279,613.3339483198898
1280,456.7651933435093
1281,650.3433647774418
1282,515.3318324788945
1283,514.3963280123169
1284,434.4337815052007
1285,569.1959375490248
1286,443.56202948117374
1287,446.3263502804999
1288,484.3868162929163
1289,489.5712054683785
1290,470.3654785666796
1291,463.3943417336733
1292,480.14609026770466
1293,621.2198715473467
1294,572.1572584237794
1295,527.7700137353567
1296,573.651013004491
1297,540.4658327022502
1298,506.8606817435246
1299,509.10169392892885
1300,490.68065491203254
1301,453.0634658148257
1302,598.5434876815864
1303,461.0345909747361
1304,512.9156370807094
1305,520.1759588601518
1306,571.5715393552396
1307,497.28530654620084
1308,573.5963697692127
1309,499.248363211546
1310,437.749358380291
1311,559.5943532791657
1312,491.9978609200756
1313,493.22274601555654
1314,525.9021494772574
1315,464.66155269721605
1316,583.3316377067798
1317,642.5224521084909
1318,462.7538114677702
1319,480.908785681032
1320,527.445388216208
1321,535.6234827080325
1322,603.1247337055731
1323,472.00438509907667
1324,469.9982517583531
1325,567.3165138772275
1326,462.010516960611
1327,458.1119985620255
1328,602.0697748818241
1329,523.4978566501026
1330,497.49589723778405
1331,506.32751207632424
1332,531.4283563765426
1333,451.77503549796495
1334,569.1138260214572
1335,471.9612633386645
1336,497.39525520038467
1337,442.81993551820494
1338,662.5546637056827
1339,595.9325649834208
1340,618.0833335056828
1341,443.5418296828585
1342,589.2152459748665
1343,495.78270799417146
1344,450.2026641045111
1345,663.2721177930134
1346,640.4327072764678
1347,558.6999172875832
1348,499.296829875724
1349,604.6312063811345
1350,481.82635629391734
1351,574.8703727710366
1352,621.5140005032229
1353,573.3687348114864
1354,458.7458729079358
1355,456.7299193310132
1356,508.4210855659693
1357,641.1778499055038
1358,575.9480884370759
1359,484.3512607527295
1360,471.88523547866095
1361,586.3742403919945
1362,594.2456009864449
1363,508.51591235659623
1364,590.4570026513071
1365,509.42073924168454
1366,473.4252083563021
1367,566.0302788426577
1368,613.966324156732
1369,475.8915821634083
1370,612.0317222184261
1371,477.121625608798
