NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Faltou_no_dia_1,Faltou_no_dia_2,log_NU_NOTA_CN,log_NU_NOTA_CH,log_NU_NOTA_LC,log_NU_NOTA_MT,log_NU_NOTA_REDACAO,log_Faltou_no_dia_1,log_Faltou_no_dia_2
480.1,467.1,481.3,475.6,300.0,0,0,6.176075148705408,6.148681948306025,6.178566327074926,6.166677564664642,5.707110264748875,0.6931471805599453,0.6931471805599453
581.2,518.5,550.7,614.9,620.0,0,0,6.366814031311523,6.252866810539282,6.313004420278385,6.423084612692998,6.431331081933479,0.6931471805599453,0.6931471805599453
470.2,626.9,546.8,499.9,540.0,0,0,6.155282632337377,6.4423809181200635,6.3059102568289775,6.216406480363571,6.293419278846481,0.6931471805599453,0.6931471805599453
427.3,448.8,373.3,388.6,400.0,0,0,6.059823884621325,6.108803039525215,5.925057614910384,5.96512057176838,5.993961427306569,0.6931471805599453,0.6931471805599453
729.1,725.7,669.2,788.9,880.0,0,0,6.59318151106204,6.58851373762259,6.50757617530321,6.671906355170373,6.78105762593618,0.6931471805599453,0.6931471805599453
524.3,502.2,479.8,450.3,360.0,0,0,6.263969527959916,6.22098770538623,6.175451383220998,6.112132306832955,5.8888779583328805,0.6931471805599453,0.6931471805599453
480.3,412.1,359.5,464.5,0.0,0,0,6.1764907763090635,6.0236896944027185,5.887491956725004,6.143112096717122,0.0,0.6931471805599453,0.6931471805599453
474.1,447.6,551.2,494.2,300.0,0,0,6.163525308192876,6.106131622086108,6.3139102994960545,6.2049617213703865,5.707110264748875,0.6931471805599453,0.6931471805599453
453.1,463.7,494.7,484.6,340.0,0,0,6.118317438103905,6.141392036090933,6.205970905026528,6.185385239745289,5.831882477283517,0.6931471805599453,0.6931471805599453
433.7,579.6,469.1,540.6,340.0,0,0,6.074656137994746,6.36406205159053,6.152945438030085,6.294527721598065,5.831882477283517,0.6931471805599453,0.6931471805599453
577.3,597.3,571.6,534.8,380.0,0,0,6.360092765164173,6.394092300395986,6.350187392664015,6.283760957110508,5.942799375126701,0.6931471805599453,0.6931471805599453
511.2,680.3,497.9,605.6,620.0,0,0,6.238715173765425,6.524002737779623,6.212405674866992,6.407869595254481,6.431331081933479,0.6931471805599453,0.6931471805599453
536.6,620.3,566.5,556.3,540.0,0,0,6.28711478920894,6.431814057069648,6.341240749355558,6.32310369457549,6.293419278846481,0.6931471805599453,0.6931471805599453
413.4,582.9,511.5,516.3,400.0,0,0,6.026831690945273,6.369729735289492,6.239300711012564,6.248622977009469,5.993961427306569,0.6931471805599453,0.6931471805599453
485.2,662.3,667.5,573.4,780.0,0,0,6.186620061882023,6.4972273765315105,6.505036396541998,6.353326017734014,6.660575149839686,0.6931471805599453,0.6931471805599453
564.9,706.3,588.5,556.9,720.0,0,0,6.338417384148478,6.561454904041944,6.379274719977426,6.324179734851483,6.580639137284949,0.6931471805599453,0.6931471805599453
491.1,640.5,627.0,442.1,500.0,0,0,6.198681947871933,6.463809184055691,6.4425401664681985,6.093795478205444,6.2166061010848646,0.6931471805599453,0.6931471805599453
622.7,549.6,583.2,633.9,680.0,0,0,6.435669483532077,6.311008592708507,6.37024338995364,6.453467506176404,6.523562306149512,0.6931471805599453,0.6931471805599453
526.0,511.4,464.7,415.0,480.0,0,0,6.267200548541362,6.239105570022579,6.1435416499883315,6.030685260261263,6.175867270105761,0.6931471805599453,0.6931471805599453
404.0,408.4,438.0,447.0,220.0,0,0,6.003887067106539,6.014692673227189,6.0844994130751715,6.104793232414985,5.3981627015177525,0.6931471805599453,0.6931471805599453
463.5,587.1,546.5,586.0,640.0,0,0,6.140961558253893,6.3768970014659105,6.305362461690656,6.375024819828097,6.46302945692067,0.6931471805599453,0.6931471805599453
492.1,627.3,623.8,689.6,560.0,0,0,6.2007119932300805,6.443017759408901,6.437431598525476,6.537560784955892,6.329720905522696,0.6931471805599453,0.6931471805599453
508.1,502.5,562.9,552.5,560.0,0,0,6.232644460908291,6.221583712158617,6.334876930813136,6.316261752148692,6.329720905522696,0.6931471805599453,0.6931471805599453
432.2,632.5,551.2,539.8,800.0,0,0,6.071199515126835,6.451259999761194,6.3139102994960545,6.293049524728755,6.68586094706836,0.6931471805599453,0.6931471805599453
506.7,638.2,520.5,566.1,320.0,0,0,6.229890721953349,6.460217394452065,6.256709274440827,6.340535655019982,5.771441123130016,0.6931471805599453,0.6931471805599453
576.9,628.1,481.2,635.4,360.0,0,0,6.359400843323733,6.444290226575984,6.178358965747071,6.455827296463632,5.8888779583328805,0.6931471805599453,0.6931471805599453
472.3,501.8,545.5,520.2,540.0,0,0,6.159729436912202,6.220192476716092,6.3035343076165935,6.25613384525069,6.293419278846481,0.6931471805599453,0.6931471805599453
464.6,627.7,594.3,562.0,420.0,0,0,6.1433268964172285,6.443654195389016,6.389065480159345,6.333279628139691,6.042632833682381,0.6931471805599453,0.6931471805599453
532.2,473.0,506.8,514.1,540.0,0,0,6.278896588304554,6.161207321695077,6.230087669270578,6.24436105657154,6.293419278846481,0.6931471805599453,0.6931471805599453
522.1,562.5,532.5,451.6,320.0,0,0,6.259772650376566,6.334167333479831,6.279459070741808,6.115008733199437,5.771441123130016,0.6931471805599453,0.6931471805599453
434.6,463.6,441.2,380.8,280.0,0,0,6.076724391058805,6.141176820336309,6.091762268423346,5.944896911291647,5.638354669333745,0.6931471805599453,0.6931471805599453
405.2,572.3,558.5,389.9,540.0,0,0,6.0068456491462845,6.351409139914337,6.32704352775198,5.968451772798909,6.293419278846481,0.6931471805599453,0.6931471805599453
396.2,610.4,544.9,465.7,480.0,0,0,5.984439932171018,6.4157514094567345,6.3024358087877115,6.14568665295577,6.175867270105761,0.6931471805599453,0.6931471805599453
471.4,596.6,597.6,638.8,560.0,0,0,6.157826084323207,6.392921633818608,6.394593595418598,6.461155627515417,6.329720905522696,0.6931471805599453,0.6931471805599453
523.1,432.8,506.5,430.2,260.0,0,0,6.26168250580812,6.072583598392774,6.229496710915942,6.066572019594787,5.564520407322694,0.6931471805599453,0.6931471805599453
580.1,675.7,629.8,716.1,660.0,0,0,6.36492285908106,6.5172280432381795,6.446988855088883,6.575215300888529,6.493753839851686,0.6931471805599453,0.6931471805599453
547.7,599.8,486.4,595.3,600.0,0,0,6.30755184406493,6.398262100449925,6.189085141191105,6.39074389612906,6.398594934535208,0.6931471805599453,0.6931471805599453
560.2,564.6,488.7,504.7,440.0,0,0,6.330077348228306,6.337887114582363,6.193792958708272,6.225943608085937,6.089044875446846,0.6931471805599453,0.6931471805599453
387.5,627.2,571.1,607.2,680.0,0,0,5.962293169807702,6.4428585871045465,6.349313801274483,6.4105037752432645,6.523562306149512,0.6931471805599453,0.6931471805599453
412.6,473.0,418.1,393.8,640.0,0,0,6.024899323194219,6.161207321695077,6.038109554931026,5.978379307559327,6.46302945692067,0.6931471805599453,0.6931471805599453
592.2,558.6,506.5,643.2,700.0,0,0,6.385531610263777,6.3272222427913265,6.229496710915942,6.468009236897099,6.55250788703459,0.6931471805599453,0.6931471805599453
441.8,595.3,542.1,399.7,540.0,0,0,6.093118200834482,6.39074389612906,6.2972934650407995,5.993213017642099,6.293419278846481,0.6931471805599453,0.6931471805599453
495.9,422.6,510.2,472.2,440.0,0,0,6.208388798608275,6.048789613727251,6.236760903063325,6.159518132104232,6.089044875446846,0.6931471805599453,0.6931471805599453
411.1,563.6,527.6,558.2,440.0,0,0,6.021266038344772,6.336117515819389,6.2702320021701885,6.3265071909196005,6.089044875446846,0.6931471805599453,0.6931471805599453
517.9,578.5,444.6,388.6,540.0,0,0,6.251711186373694,6.362165662779806,6.0994216886130745,5.96512057176838,6.293419278846481,0.6931471805599453,0.6931471805599453
463.1,447.1,434.3,475.3,340.0,0,0,6.14010004624713,6.105016421792097,6.076035448558252,6.166047907806814,5.831882477283517,0.6931471805599453,0.6931471805599453
509.2,620.3,585.9,698.1,600.0,0,0,6.234802805707711,6.431814057069648,6.374854447564289,6.5497937935179396,6.398594934535208,0.6931471805599453,0.6931471805599453
499.0,638.6,596.8,626.0,700.0,0,0,6.214608098422191,6.460842980959799,6.393256249849838,6.440946540632921,6.55250788703459,0.6931471805599453,0.6931471805599453
588.0,682.4,615.2,633.8,520.0,0,0,6.3784261836515865,6.527080339681191,6.423571586162567,6.453309988652254,6.255750041753367,0.6931471805599453,0.6931471805599453
403.2,522.0,535.0,522.9,360.0,0,0,6.001909804969521,6.259581464064923,6.284134161070802,6.261300826414174,5.8888779583328805,0.6931471805599453,0.6931471805599453
516.0,628.7,585.6,667.2,560.0,0,0,6.248042874508429,6.445243515494697,6.37434315654335,6.504587529922656,6.329720905522696,0.6931471805599453,0.6931471805599453
470.5,532.8,505.5,427.8,560.0,0,0,6.155919102073512,6.280021236970423,6.227524323688738,6.060990609756592,6.329720905522696,0.6931471805599453,0.6931471805599453
708.2,761.9,666.2,810.9,920.0,0,0,6.5641375742000525,6.637126961096183,6.503089851044537,6.6993771798684,6.825460036255307,0.6931471805599453,0.6931471805599453
405.5,555.1,425.7,389.5,380.0,0,0,6.007583928987866,6.320948134193518,6.056081190193955,5.967427969279741,5.942799375126701,0.6931471805599453,0.6931471805599453
563.0,641.2,605.3,498.7,640.0,0,0,6.335054251498059,6.464899781655413,6.407374913077685,6.214007918350159,6.46302945692067,0.6931471805599453,0.6931471805599453
400.5,425.8,474.7,464.9,360.0,0,0,5.995207533386816,6.056315519427598,6.164787403438236,6.143971018822751,5.8888779583328805,0.6931471805599453,0.6931471805599453
457.2,535.8,455.8,475.0,340.0,0,0,6.127305770019395,6.285625585657472,6.124245658341801,6.16541785423142,5.831882477283517,0.6931471805599453,0.6931471805599453
461.0,641.1,608.4,440.1,520.0,0,0,6.135564891081739,6.464744054800002,6.412474866551609,6.089271607110894,6.255750041753367,0.6931471805599453,0.6931471805599453
451.8,561.1,575.6,509.0,580.0,0,0,6.115450526888973,6.331679770008029,6.357148785204302,6.234410725718371,6.364750756851911,0.6931471805599453,0.6931471805599453
501.8,606.1,572.3,553.6,700.0,0,0,6.220192476716092,6.408693522136389,6.351409139914337,6.318247133181678,6.55250788703459,0.6931471805599453,0.6931471805599453
533.3,547.1,451.0,602.4,680.0,0,0,6.2809574789637255,6.30645775205207,6.113682179832232,6.40258032672496,6.523562306149512,0.6931471805599453,0.6931471805599453
693.1,673.6,633.8,753.2,920.0,0,0,6.542616042345538,6.5141199226275495,6.453309988652254,6.625657584824257,6.825460036255307,0.6931471805599453,0.6931471805599453
386.0,572.9,406.6,440.7,560.0,0,0,5.958424693029782,6.352455165114317,6.01028630134857,6.090630918602481,6.329720905522696,0.6931471805599453,0.6931471805599453
432.1,590.5,498.8,455.0,600.0,0,0,6.070968648220581,6.3826616834184415,6.214208018400852,6.1224928095143865,6.398594934535208,0.6931471805599453,0.6931471805599453
484.0,649.3,607.0,535.6,560.0,0,0,6.184148890937483,6.477433794875106,6.410174881966167,6.285252937991523,6.329720905522696,0.6931471805599453,0.6931471805599453
414.8,602.8,536.1,429.4,320.0,0,0,6.030204375423913,6.403243017272739,6.286184296911414,6.064715008847575,5.771441123130016,0.6931471805599453,0.6931471805599453
538.6,683.3,598.9,576.1,640.0,0,0,6.290828124333601,6.528396417958452,6.3967629746590475,6.358015561716921,6.46302945692067,0.6931471805599453,0.6931471805599453
478.9,517.3,573.3,378.7,300.0,0,0,6.1735777488642,6.2505542251956605,6.3531519078702505,5.939381467237757,5.707110264748875,0.6931471805599453,0.6931471805599453
417.1,479.5,486.1,436.3,340.0,0,0,6.03572063836252,6.174827228410347,6.188469440812497,6.080619458418875,5.831882477283517,0.6931471805599453,0.6931471805599453
384.1,553.8,546.6,435.9,420.0,0,0,5.953503040820864,6.318607688440676,6.305545093414294,6.07970433595739,6.042632833682381,0.6931471805599453,0.6931471805599453
454.8,550.7,553.9,487.6,500.0,0,0,6.122054116811584,6.313004420278385,6.318787917331855,6.19154415882364,6.2166061010848646,0.6931471805599453,0.6931471805599453
467.1,459.5,524.4,472.6,320.0,0,0,6.148681948306025,6.132312855695361,6.26415987725144,6.160363083569796,5.771441123130016,0.6931471805599453,0.6931471805599453
441.4,593.0,496.5,516.2,360.0,0,0,6.092214450208125,6.386879319362645,6.209595556598647,6.248429646897702,5.8888779583328805,0.6931471805599453,0.6931471805599453
599.8,678.2,638.6,681.4,760.0,0,0,6.398262100449925,6.520915634997138,6.460842980959799,6.52561599617747,6.634633357861686,0.6931471805599453,0.6931471805599453
445.5,419.5,518.9,494.5,560.0,0,0,6.101439400316553,6.041444479413003,6.25363648538967,6.205567353770043,6.329720905522696,0.6931471805599453,0.6931471805599453
426.5,450.8,529.6,543.0,580.0,0,0,6.0579542883768145,6.113239604033903,6.274008441703639,6.298949246855942,6.364750756851911,0.6931471805599453,0.6931471805599453
409.3,470.8,427.9,382.2,480.0,0,0,6.016888599448141,6.1565551669735745,6.061223791522835,5.948557046096705,6.175867270105761,0.6931471805599453,0.6931471805599453
385.8,433.3,531.9,449.6,0.0,0,0,5.957907763579139,6.073735539540777,6.278333789302737,6.110580027998144,0.0,0.6931471805599453,0.6931471805599453
451.0,557.9,550.6,466.2,640.0,0,0,6.113682179832232,6.325970566275652,6.312823145919147,6.146757431514017,6.46302945692067,0.6931471805599453,0.6931471805599453
457.2,560.8,461.9,562.7,240.0,0,0,6.127305770019395,6.331145914670143,6.137511048037225,6.334522195087529,5.484796933490655,0.6931471805599453,0.6931471805599453
498.6,543.4,490.6,590.4,580.0,0,0,6.2138077782514225,6.299684270777311,6.19766537769188,6.382492607418377,6.364750756851911,0.6931471805599453,0.6931471805599453
562.6,543.3,508.3,444.5,560.0,0,0,6.334344780024526,6.299500565440154,6.233037233890559,6.099197246910864,6.329720905522696,0.6931471805599453,0.6931471805599453
484.4,626.6,529.6,426.3,560.0,0,0,6.184973293292501,6.441903020858877,6.274008441703639,6.057486342649979,6.329720905522696,0.6931471805599453,0.6931471805599453
570.9,602.5,526.6,601.9,580.0,0,0,6.348964150921271,6.402746040537586,6.268338420843159,6.401751345495359,6.364750756851911,0.6931471805599453,0.6931471805599453
433.8,529.6,394.2,382.4,660.0,0,0,6.0748861552470546,6.274008441703639,5.979391965873713,5.949078830611544,6.493753839851686,0.6931471805599453,0.6931471805599453
463.4,625.2,523.5,409.7,580.0,0,0,6.140746249823736,6.4396698088923054,6.262445427836352,6.017863020962513,6.364750756851911,0.6931471805599453,0.6931471805599453
438.3,601.8,576.3,609.1,520.0,0,0,6.085182550981734,6.401585466752341,6.358362062066888,6.413622878157807,6.255750041753367,0.6931471805599453,0.6931471805599453
517.4,626.1,562.3,627.3,920.0,0,0,6.250747145038065,6.441106017548975,6.333812345900668,6.443017759408901,6.825460036255307,0.6931471805599453,0.6931471805599453
535.5,568.8,572.0,595.7,460.0,0,0,6.285066562070753,6.3452854220638075,6.35088571671474,6.391414474528037,6.133398042996649,0.6931471805599453,0.6931471805599453
455.3,449.8,437.7,528.8,520.0,0,0,6.123150487933357,6.1110237821656215,6.083815808172168,6.272499576837969,6.255750041753367,0.6931471805599453,0.6931471805599453
568.5,455.5,472.0,504.1,480.0,0,0,6.3447587828872365,6.1235887000350235,6.159095388491933,6.224756429474007,6.175867270105761,0.6931471805599453,0.6931471805599453
